zonei,areakey,lat,lon,osgb36_east,osgb36_north,area
0,E02000001,51.515,-0.09051585,532482.75,181269.56,2897837.5
1,E02000002,51.58842,0.14111018,548312.7,189878.02,2161565
2,E02000003,51.5751,0.14255846,548456.44,188399.88,2141516
3,E02000004,51.555622,0.17848448,551010,186307.53,2492948
4,E02000005,51.561592,0.14494881,548666.1,186902.6,1187953
5,E02000007,51.55827,0.15900412,549651.06,186562.12,1735997.9
6,E02000008,51.55282,0.13695835,548140.9,185910.88,1419999
7,E02000009,51.551743,0.119993955,546968.44,185757.1,960733.6
8,E02000010,51.54705,0.15002777,549065.6,185296.1,1121450.5
9,E02000011,51.54546,0.17075583,550507.8,185161.84,1594084.6
10,E02000012,51.54433,0.10044706,545637.1,184893.77,1300306.4
11,E02000013,51.543556,0.124068305,547277.25,184855.19,1304516.2
12,E02000014,51.54047,0.14567825,548785.56,184555.64,1193021.9
13,E02000015,51.537186,0.16415623,550077.5,184228.48,1361638.9
14,E02000016,51.53954,0.07700817,544027.25,184314.84,886276.7
15,E02000017,51.540638,0.08875169,544838,184460.27,876572
16,E02000018,51.538746,0.11340401,546553.4,184298.94,1357709.6
17,E02000019,51.528954,0.13622099,548167.25,183256.03,3037715
18,E02000020,51.524876,0.10628594,546104.25,182742.27,3419197
19,E02000021,51.524734,0.15532064,549505.7,182825.64,2880290.5
20,E02000022,51.532265,0.08186732,544387.2,183515.39,748742.9
21,E02000023,51.528027,0.11433353,546652.25,183108.88,1745397.4
22,E02000024,51.658237,-0.20115629,524415,197002.27,3753633
23,E02000025,51.655334,-0.17875531,525972.3,196717.78,2401920
24,E02000026,51.64806,-0.15433379,527681.8,195951.42,1465746.8
25,E02000027,51.645588,-0.20173109,524409.94,195594.77,1674257.4
26,E02000028,51.644424,-0.1763096,526171.75,195508.94,1055622.4
27,E02000029,51.642673,-0.1608677,527244.94,195340.83,1684525
28,E02000030,51.638596,-0.22614972,522739.56,194775.9,14578680
29,E02000031,51.63295,-0.17224413,526484.94,194239.84,1938965.4
30,E02000032,51.631603,-0.13826734,528839.8,194149.6,1397967
31,E02000033,51.62655,-0.14721848,528234.7,193571.8,1775729.5
32,E02000034,51.622837,-0.16416694,527072.06,193129.58,1558253.8
33,E02000035,51.6222,-0.18221365,525824.8,193027.48,1297938.8
34,E02000036,51.623264,-0.26161724,520326.16,193012.23,1794597.2
35,E02000037,51.62888,-0.28252152,518864.66,193602.14,4324655
36,E02000038,51.61565,-0.15350182,527830.44,192349.25,1762278
37,E02000039,51.615532,-0.2403836,521816.5,192187.53,2131904.5
38,E02000040,51.617428,-0.21625237,523481.8,192438.84,5155015
39,E02000041,51.613674,-0.27100942,519701.34,191930.42,1349058.4
40,E02000042,51.61198,-0.1763189,526261.2,191901.14,1212469.2
41,E02000043,51.614162,-0.19215858,525158.56,192116.67,1469228.6
42,E02000044,51.610424,-0.25232452,521003.47,191599.77,1107476.9
43,E02000045,51.6064,-0.15281157,527904.25,191321.58,1734795.6
44,E02000046,51.601894,-0.18697906,525551,190761.55,969365.06
45,E02000047,51.60287,-0.26069245,520444.16,190746.06,1422307.5
46,E02000048,51.602654,-0.21699682,523470.38,190794.7,3084187.5
47,E02000049,51.602364,-0.24461842,521558.53,190716.03,788380.94
48,E02000050,51.600372,-0.17002203,526729.44,190621.36,2120663.8
49,E02000051,51.594326,-0.19784681,524819.2,189901.48,1448418.2
50,E02000052,51.59168,-0.16729641,526942.4,189659.42,969294.25
51,E02000053,51.593555,-0.24493821,521559.9,189736.4,1550096.4
52,E02000054,51.593018,-0.229742,522613.78,189701.8,1500467.9
53,E02000055,51.588005,-0.22223976,523146.94,189157.1,1440318.5
54,E02000056,51.58145,-0.17623076,526351.94,188506.95,3227092.5
55,E02000057,51.583084,-0.2162508,523575.12,188619.89,1094245
56,E02000058,51.58321,-0.19338855,525158.5,188672.77,1813382.8
57,E02000059,51.578793,-0.24221262,521788.12,188099.06,2193458
58,E02000060,51.5792,-0.20608231,524290.1,188205.47,1232478.2
59,E02000061,51.57007,-0.19368422,525174.1,187211.22,1586974.2
60,E02000062,51.56971,-0.22032486,523329.1,187125.94,1838525
61,E02000063,51.56634,-0.20955583,524084.5,186769.77,1037662.6
62,E02000064,51.560505,-0.200717,524713,186135.75,794400.9
63,E02000065,51.503178,0.13780402,548360.75,180393.34,3205119.5
64,E02000066,51.493732,0.13222049,548003.94,179331.67,1572647.5
65,E02000067,51.493923,0.15329354,549465.9,179395.81,2313634.8
66,E02000068,51.488865,0.17147607,550744.56,178870.81,2271572
67,E02000069,51.482845,0.16158669,550077.9,178181.23,1451352.9
68,E02000070,51.48172,0.1355479,548273.8,178002.84,1856057.1
69,E02000071,51.47456,0.15772939,549837.25,177251.9,1178708.1
70,E02000072,51.47151,0.19934799,552737.2,176999.1,4375393.5
71,E02000073,51.47216,0.12872617,547831.2,176925.98,1600188.9
72,E02000074,51.468998,0.17892113,551327.06,176677.1,1128972.6
73,E02000075,51.46919,0.14543311,549000.94,176629.69,1535326.8
74,E02000077,51.46788,0.11604565,546964.4,176424.83,1117333
75,E02000078,51.46563,0.16906138,550653.5,176282.28,1487866.6
76,E02000079,51.45888,0.14159635,548768,175475.92,1647913.9
77,E02000080,51.45967,0.106767975,546346.4,175493.31,1691747.5
78,E02000081,51.45636,0.1612659,550142.5,175235.78,2205755
79,E02000082,51.458786,0.09116344,545265.3,175364.02,1497468.6
80,E02000083,51.45279,0.18340126,551691.94,174884.25,3739216
81,E02000084,51.452873,0.12928225,547932.1,174782.98,2593844.5
82,E02000085,51.448605,0.112014405,546746.25,174273.55,1623441.9
83,E02000086,51.44439,0.09940271,545883.5,173779.81,1488471.4
84,E02000087,51.44134,0.15374452,549669.2,173550.52,3716353.2
85,E02000088,51.43879,0.12451161,547646.1,173207.47,1998928.4
86,E02000089,51.436825,0.08758146,545086.1,172914.98,1367756.5
87,E02000090,51.430416,0.09874453,545882.3,172224.52,1809794.6
88,E02000091,51.42554,0.112662844,546865.25,171710.55,2733581.5
89,E02000092,51.422894,0.13817503,548647.2,171467.45,5991875
90,E02000093,51.593586,-0.27307403,519611.2,189693.34,1377430.1
91,E02000094,51.58853,-0.25802156,520667.1,189156.12,1163457.6
92,E02000095,51.58456,-0.2785242,519257.38,188680.6,1548828.4
93,E02000096,51.58069,-0.30209333,517634.7,188212.02,1635503.2
94,E02000097,51.57693,-0.26244456,520391.38,187858.81,1871322.9
95,E02000098,51.57444,-0.28292206,518979.16,187548.08,1838610.9
96,E02000099,51.569477,-0.29986927,517817.75,186968.81,1287142.2
97,E02000100,51.57115,-0.3164326,516665.72,187128.81,2078510.4
98,E02000101,51.566605,-0.26817992,520021.22,186701.2,1403913.2
99,E02000102,51.56656,-0.24966796,521304.2,186726.67,1359298
100,E02000103,51.563786,-0.23282884,522478.56,186446.2,1772041.5
101,E02000104,51.562717,-0.29042786,518489.56,186232.7,1107886.6
102,E02000105,51.559788,-0.31138042,517044.97,185873.08,1369826
103,E02000106,51.557697,-0.24908675,521368.06,185742.3,1341017.8
104,E02000107,51.555786,-0.2187643,523474.97,185580.22,954601.2
105,E02000108,51.557373,-0.32358244,516205.4,185585.06,813032.5
106,E02000109,51.55611,-0.27559382,519534.97,185522.27,1940653.5
107,E02000110,51.553303,-0.230184,522690.06,185285.06,799077.8
108,E02000111,51.5518,-0.30317613,517634.22,184997.9,1127831.5
109,E02000112,51.550316,-0.2836211,518993.7,184864.52,1268790.1
110,E02000113,51.55075,-0.26012635,520621.28,184951.3,1483441.1
111,E02000114,51.546947,-0.22714299,522918,184583.61,613421.94
112,E02000115,51.547287,-0.21075994,524052.88,184649.05,848835.7
113,E02000116,51.544746,-0.23607156,522304.9,184323.88,1096324.4
114,E02000117,51.544952,-0.24835439,521452.75,184326.4,890013.7
115,E02000118,51.54378,-0.28734884,518752.28,184131.86,1233783.6
116,E02000119,51.537243,-0.26826927,520092.3,183436.3,2571339.2
117,E02000120,51.54036,-0.19871533,524906.9,183899.27,506155.94
118,E02000121,51.540524,-0.2986699,517975.75,183751.36,1395514
119,E02000122,51.5409,-0.21884297,523509.8,183925.17,1202479.9
120,E02000123,51.536488,-0.24413702,521767.75,183392.2,1034983.7
121,E02000124,51.53535,-0.20948778,524173.56,183323.88,1096468.4
122,E02000125,51.534523,-0.22735707,522936.66,183201.6,765915.56
123,E02000126,51.53331,-0.19517554,525171.7,183121.3,437833.6
124,E02000127,51.433308,0.041855153,541919.4,172434.56,2225359
125,E02000128,51.4236,0.074725926,544234.44,171418.98,2537040.2
126,E02000130,51.419037,-0.044969793,535927.44,170683.16,1486243.2
127,E02000131,51.41952,-0.06773186,534343.6,170695,1766611.5
128,E02000132,51.41541,-0.027319537,537165.4,170312.61,1737590.5
129,E02000133,51.410156,0.060225762,543268.5,169896.05,5976796
130,E02000134,51.41234,0.020026622,540466.6,170060.95,1934802.1
131,E02000135,51.411804,-0.06081632,534847.06,169849.47,1156938.5
132,E02000136,51.407925,0.09143761,545445.8,169709.22,4558927
133,E02000137,51.4076,-0.001238458,539002.4,169493.5,1861184.2
134,E02000138,51.40641,-0.016625993,537935.94,169332.05,2084437.8
135,E02000139,51.409,-0.041526787,536196.6,169573.55,1536178.2
136,E02000140,51.404945,0.110406056,546774.4,169415.97,1887050
137,E02000141,51.40533,-0.056392938,535173.75,169137.8,933065
138,E02000142,51.405045,0.034997687,541530.06,169278.67,1779753.9
139,E02000144,51.399338,0.016004395,540226.7,168607.47,1985241.6
140,E02000145,51.393074,0.13697629,548660.56,168149.44,11280452
141,E02000146,51.394276,0.034715336,541543.7,168080.9,1803598.4
142,E02000147,51.394302,-0.001626904,539015.7,168014.11,2250545
143,E02000148,51.392574,0.06288978,543508.75,167946.52,2806830.8
144,E02000149,51.390717,0.10439643,546401.9,167821.98,1878958.2
145,E02000150,51.389565,-0.027132796,537255.75,167439.14,3077265.5
146,E02000151,51.386314,0.08065159,544764,167285.38,2101615
147,E02000152,51.384148,0.049862273,542628.75,166983.95,2572933
148,E02000153,51.384037,0.013707179,540113.7,166901.8,2247607
149,E02000154,51.379566,0.096587114,545894.1,166566.44,2086181.5
150,E02000155,51.378605,0.11554762,547216.44,166497.4,1817416.1
151,E02000156,51.37675,-0.011447101,538385.56,166044.14,3843349.5
152,E02000157,51.373287,0.07634767,544505.6,165828.52,2447690
153,E02000158,51.3692,0.11595523,547275,165452.97,2160351.2
154,E02000159,51.364548,0.0433327,542235.25,164792.08,5886295.5
155,E02000160,51.365753,0.012721824,540100.94,164867.27,8459551
156,E02000161,51.3639,0.09504399,545836.5,164821.73,1718784.9
157,E02000162,51.344852,0.073129095,544371.06,162660.31,12760339
158,E02000163,51.34986,0.11730625,547431.1,163305.4,11306840
159,E02000165,51.314228,0.019890035,540757.6,159152,5661893
160,E02000166,51.565125,-0.15438612,527911.06,186729.39,3024035.2
161,E02000167,51.561867,-0.17327781,526610.94,186334.1,2081419.5
162,E02000168,51.55557,-0.1407362,528884.06,185690.66,680539
163,E02000169,51.556976,-0.18483722,525823.3,185770.67,1122406.4
164,E02000170,51.55432,-0.19971551,524799.3,185449.69,771362.4
165,E02000171,51.552826,-0.15715481,527753.7,185356.89,521527.56
166,E02000172,51.55008,-0.146426,528505.1,185070.31,668936.4
167,E02000173,51.55059,-0.17164846,526755.2,185083.23,778710.9
168,E02000174,51.54871,-0.1345739,529330.6,184939.16,545834.94
169,E02000175,51.54935,-0.18872102,525575.1,184915.81,691265.25
170,E02000176,51.547653,-0.16692294,527091,184764.97,397587.3
171,E02000177,51.545982,-0.15186915,528139.3,184605.47,523795.97
172,E02000178,51.546993,-0.19819781,524924.6,184637.6,561780.9
173,E02000179,51.54486,-0.16296022,527373.5,184461.34,382851.38
174,E02000180,51.544514,-0.12972875,529678.44,184481.22,485493.3
175,E02000181,51.544003,-0.18559971,525806.25,184326.55,540552.2
176,E02000182,51.541233,-0.1695987,526923.3,184046.27,797914.2
177,E02000183,51.540535,-0.15115798,528203.94,184000.98,771959.25
178,E02000184,51.53953,-0.13457035,529356.9,183918.5,664692.3
179,E02000185,51.539143,-0.18635076,525767.56,183785.03,472383.5
180,E02000186,51.53322,-0.14297052,528792.25,183201.61,1003221
181,E02000187,51.53411,-0.12711532,529889.25,183328.97,968218.2
182,E02000188,51.529068,-0.13734432,529194.2,182750.17,507761.72
183,E02000189,51.52802,-0.1168261,530620.2,182670.14,297796.94
184,E02000190,51.526356,-0.12246175,530234.1,182474.84,370586.22
185,E02000191,51.522583,-0.132436,529553,182037.58,642036.2
186,E02000192,51.521664,-0.11141824,531013.56,181972.83,432233.25
187,E02000193,51.518665,-0.12086645,530366.7,181622.89,1089175.1
188,E02000194,51.415794,-0.08518663,533140.94,170248.83,1391905.2
189,E02000195,51.41625,-0.103458844,531869.25,170265.97,1936791.1
190,E02000196,51.41009,-0.1137779,531169.44,169563.11,1226100.1
191,E02000197,51.406555,-0.123509526,530502.8,169152.39,992729.8
192,E02000198,51.40623,-0.096985646,532348.25,169163.88,892104.44
193,E02000199,51.403297,-0.08949795,532877.44,168851.2,862935
194,E02000200,51.403248,-0.07784026,533688.3,168866.84,1247404
195,E02000201,51.399944,-0.068061955,534378.06,168517.4,858921.1
196,E02000202,51.399296,-0.109115876,531524.56,168371.17,735001.25
197,E02000203,51.39702,-0.09607708,532438,168141.31,773845.7
198,E02000204,51.39477,-0.1173669,530963.6,167853.23,1086709.6
199,E02000206,51.39099,-0.087559074,533048,167486.5,1461180
200,E02000207,51.38859,-0.06500734,534623.8,167261.08,1241105.8
201,E02000208,51.38864,-0.10490643,531848,167194.1,875506.06
202,E02000209,51.3873,-0.12326381,530574.75,167011.6,1002856.8
203,E02000210,51.38503,-0.07647701,533836.3,166843.88,774764.94
204,E02000211,51.383343,-0.045240037,536014.56,166713.78,1678379.2
205,E02000212,51.380398,-0.11576792,531115.94,166257.9,1241321.9
206,E02000213,51.381668,-0.09814804,532338.25,166430.62,1030814.6
207,E02000214,51.379707,-0.064385965,534693.1,166274.28,1030840.56
208,E02000215,51.378895,-0.082045555,533466.75,166151.44,986384.6
209,E02000216,51.36965,-0.07603031,533912.25,165134.78,2186669.5
210,E02000217,51.37263,-0.109139815,531599.4,165406.16,1431275.9
211,E02000218,51.371387,-0.028879493,537188.56,165414.97,1138169.6
212,E02000219,51.365406,-0.045467805,536051.9,164719.17,5709095.5
213,E02000220,51.36884,-0.094473474,532631,165011.12,1495623.1
214,E02000221,51.35905,-0.11087766,531517.4,163893.02,2805691.2
215,E02000222,51.35823,-0.08448145,533357.25,163849.64,1861292.5
216,E02000223,51.354263,-0.018835029,537939.06,163529.83,961937.8
217,E02000224,51.349262,-0.097760335,532458.75,162828.31,1280790.2
218,E02000225,51.34802,-0.011837423,538445.06,162848.52,1631245.4
219,E02000226,51.350742,-0.065095015,534728.8,163052.17,3281483
220,E02000227,51.346172,-0.03500491,536837.44,162599.83,4599763
221,E02000228,51.340595,-0.083039,533508.94,161891.23,3129718.5
222,E02000229,51.337643,-0.005342861,538928.6,161707.19,1319980.8
223,E02000230,51.33959,-0.11062969,531590.4,161729.64,2614624.8
224,E02000231,51.33454,-0.13348667,530012.8,161127.52,3362656
225,E02000232,51.330025,-0.06168485,535027.06,160755.2,4371285.5
226,E02000233,51.324047,-0.1066888,531909.44,160008.78,1586597.1
227,E02000234,51.321083,-0.12528963,530622,159645.61,3110611.5
228,E02000235,51.318012,-0.09272943,532899.4,159362.58,5395563.5
229,E02000236,51.310314,-0.14473997,529297.2,158414.1,3574657.2
230,E02000237,51.301605,-0.11654257,531287,157495.84,4949429.5
231,E02000238,51.553555,-0.34631142,514639.6,185124.84,1523466.2
232,E02000239,51.548584,-0.3251674,516117.94,184605.48,2355043
233,E02000240,51.550285,-0.37273875,512815.75,184720.17,1728297.1
234,E02000241,51.54647,-0.36284682,513511,184311.19,1304866.9
235,E02000242,51.53973,-0.31110132,517115.8,183643.36,888476.1
236,E02000243,51.53846,-0.3438207,514850.25,183450.1,2845746.5
237,E02000244,51.5355,-0.32154715,516402.28,183156.27,1796476
238,E02000245,51.539234,-0.3831032,512124.4,183475.36,1655241.2
239,E02000246,51.537533,-0.3987134,511046.12,183262.11,2057219.9
240,E02000247,51.53513,-0.3667347,513269.62,183044.02,1397956.6
241,E02000248,51.529877,-0.2901968,518590.94,182581.36,1726692.4
242,E02000249,51.527946,-0.3519444,514313.28,182268.56,1278560.5
243,E02000250,51.527092,-0.30678928,517447.34,182244.89,997737.75
244,E02000251,51.526424,-0.36157674,513648.97,182084,945585.2
245,E02000252,51.525562,-0.2620241,520556.25,182147.69,3196467
246,E02000253,51.52353,-0.33487844,515508.12,181804.17,1156458.4
247,E02000254,51.52159,-0.37192667,512943.06,181530.7,1041075.1
248,E02000255,51.52221,-0.32294515,516339.22,181676.11,1548528.1
249,E02000256,51.517307,-0.3127301,517060.38,181147.19,1096446.1
250,E02000257,51.51749,-0.2937387,518377.4,181198.4,2181149
251,E02000258,51.516994,-0.2720237,519885.16,181178.61,1032553.44
252,E02000259,51.517563,-0.34120208,515084.5,181130.72,1277899
253,E02000260,51.512497,-0.37028965,513079.12,180522.03,1086401
254,E02000261,51.51152,-0.25230983,521267.34,180602.44,1304520.2
255,E02000262,51.50976,-0.2676509,520207.56,180381.28,707334.8
256,E02000263,51.50955,-0.38514182,512055.9,180171.31,1235384.6
257,E02000264,51.508755,-0.2839705,519077.84,180242.89,1436704.2
258,E02000265,51.509,-0.32396296,516302.28,180205.64,1013711.06
259,E02000266,51.507088,-0.355204,514139.34,179943.83,3867543.5
260,E02000267,51.507023,-0.3366564,515426.5,179965.8,753468.2
261,E02000268,51.505276,-0.29980212,517988.3,179830.39,1325982.9
262,E02000269,51.50521,-0.31245464,517110.5,179802.75,885314.1
263,E02000270,51.503098,-0.2719761,519924.94,179633.38,796447.5
264,E02000271,51.501637,-0.25637934,521011.16,179496.64,747378.94
265,E02000272,51.50018,-0.32777107,516060.44,179218.88,1198834.1
266,E02000274,51.500294,-0.38948485,511777.2,179135.48,1435404.8
267,E02000275,51.498093,-0.37082762,513077.47,178919.34,1172518.2
268,E02000276,51.496777,-0.30902535,517370.12,178870.5,841258
269,E02000277,51.678158,-0.033905346,535922.1,199515.56,1047015.56
270,E02000278,51.67493,-0.044406634,535205.8,199137.2,1314847.4
271,E02000279,51.67259,-0.01930413,536948.25,198923.28,2608044
272,E02000280,51.678246,-0.10384061,531087.44,199397.28,15564804
273,E02000281,51.66681,-0.063259125,533926.44,198199.19,1897699.4
274,E02000282,51.664604,-0.04434838,535240.56,197988.84,1262281.1
275,E02000283,51.66075,-0.03394992,535971.2,197579.66,1140668.1
276,E02000284,51.659218,-0.08542831,532415.7,197314.89,1282984.1
277,E02000285,51.65886,-0.071155205,533403.8,197300.73,985351.2
278,E02000286,51.660255,-0.09924431,531457.25,197405.38,2051006.4
279,E02000287,51.66378,-0.15139633,527840.75,197704.34,8867432
280,E02000288,51.65142,-0.049707636,534909.2,196513.19,2116109.5
281,E02000289,51.65414,-0.1140457,530451.2,196698.81,3401234.8
282,E02000290,51.65065,-0.023023335,536757.2,196477.22,4883606.5
283,E02000291,51.6462,-0.07213853,533373,195891.08,1157088
284,E02000292,51.645836,-0.06082303,534156.8,195871.73,1878975.6
285,E02000293,51.644238,-0.092131115,531995.7,195636.95,2158938.2
286,E02000294,51.637566,-0.036062364,535894.4,194997.69,1956082.2
287,E02000295,51.639572,-0.117895834,530226.7,195071.95,1620367.6
288,E02000296,51.641914,-0.13145182,529282.1,195308.3,1802127.6
289,E02000297,51.635746,-0.07838129,532971.75,194717.61,1620222.5
290,E02000298,51.633564,-0.10310051,531267.6,194430.31,2000141.5
291,E02000299,51.632225,-0.051494904,534842.5,194375.52,877010.44
292,E02000300,51.63156,-0.063895956,533986.3,194278.8,777057.56
293,E02000301,51.62719,-0.034565616,536029,193846.84,2734970.8
294,E02000302,51.625378,-0.08995935,532200.75,193543.7,1580239.4
295,E02000303,51.62293,-0.06862846,533684.2,193310.28,1242320.8
296,E02000304,51.623363,-0.12214619,529978.94,193261.9,1720689.8
297,E02000305,51.622597,-0.105496645,531133.5,193206.69,960952.7
298,E02000306,51.618618,-0.04646711,535230.8,192871.84,2088796
299,E02000307,51.620373,-0.081506625,532800.4,193002.66,1105988.9
300,E02000308,51.61561,-0.1325223,529282.8,192381.39,1147240.4
301,E02000309,51.61163,-0.050373647,534981.2,192087.31,1628414.5
302,E02000311,51.61307,-0.094384864,531930.2,192167.23,1417159.2
303,E02000312,51.613792,-0.1139082,530576.56,192212.47,1310155.8
304,E02000313,51.50265,0.116203345,546863.56,180291.31,730574.75
305,E02000314,51.501713,0.099979326,545740.75,180154.45,3188509.2
306,E02000315,51.493965,0.114592135,546779.7,179322.16,1192935.9
307,E02000316,51.492386,0.05472364,542629.4,179028.11,1883977.6
308,E02000317,51.489006,0.052731838,542501.6,178648.6,652692.2
309,E02000318,51.488434,0.09724905,545593.56,178672.56,1104994.1
310,E02000319,51.488594,0.08543825,544773.25,178666.95,925687.1
311,E02000320,51.48387,0.11582075,546897.4,178202.14,1459882
312,E02000321,51.48634,0.07917199,544345.4,178403.81,622547.56
313,E02000323,51.484127,0.07199502,543854.1,178143.84,761645.4
314,E02000324,51.482437,0.04176789,541761,177896.9,1303612
315,E02000326,51.481865,0.028767273,540860.2,177808.1,730261.06
316,E02000327,51.479782,0.05887298,542956.8,177635.05,1858782.9
317,E02000328,51.48039,0.015326978,539931.6,177618.25,876284.06
318,E02000329,51.471695,0.08486077,544786.7,176786.81,1762071
319,E02000331,51.47487,0.040839918,541720,177053.7,992570.3
320,E02000332,51.471485,0.069740936,543737.4,176733.73,2017668.6
321,E02000333,51.47105,0.020385519,540311.5,176589.52,1261277
322,E02000334,51.4686,0.04075428,541733.5,176356.38,1385681.2
323,E02000335,51.46198,0.065246336,543455.1,175668.03,1294102
324,E02000337,51.458736,0.043821365,541977.1,175265.47,1398221.8
325,E02000339,51.45578,0.06019648,543123.75,174968.97,1256298
326,E02000340,51.448097,0.06662994,543594.75,174127.14,3265483.5
327,E02000341,51.44696,0.036695488,541518.56,173942.33,1791563.8
328,E02000342,51.44418,0.080083534,544541.9,173717.81,1361083.5
329,E02000343,51.434704,0.054736648,542810.25,172614.72,1256697.2
330,E02000344,51.43284,0.06763479,543712.5,172432.34,1292049.6
331,E02000345,51.574028,-0.0671395,533931.06,187875.52,611924.9
332,E02000346,51.571125,-0.08968158,532377.7,187511.75,582766.25
333,E02000347,51.57048,-0.08031301,533028.7,187457.22,685776.5
334,E02000348,51.570213,-0.065272,534071.7,187455.06,558606.6
335,E02000350,51.564075,-0.0656572,534063.06,186771.56,566462.5
336,E02000351,51.56462,-0.09553316,531991.06,186778.14,522525
337,E02000352,51.56287,-0.08378191,532810.5,186604.55,762728.9
338,E02000353,51.561386,-0.07388842,533500.5,186457.66,558778
339,E02000354,51.556866,-0.059481755,534512.3,185981.36,793276.06
340,E02000355,51.55701,-0.048952077,535241.7,186016.77,656091.44
341,E02000356,51.556004,-0.08349882,532850.1,185841.64,403102.66
342,E02000357,51.556538,-0.030430023,536526.9,185998.61,1522615.9
343,E02000358,51.554443,-0.07393732,533517.44,185685.4,616041.06
344,E02000359,51.55245,-0.03930944,535923.6,185527.39,436750.7
345,E02000360,51.55104,-0.062612645,534312.44,185327.92,546508.56
346,E02000361,51.54776,-0.053262066,534970.3,184980.34,594388.94
347,E02000362,51.547432,-0.026150648,536850.8,184994.42,1295380.2
348,E02000363,51.547012,-0.045166235,535533.8,184912.22,596363.3
349,E02000364,51.544674,-0.06529731,534145.06,184615.22,664392.75
350,E02000365,51.543606,-0.074852794,533485.7,184478.75,965181.25
351,E02000366,51.54083,-0.042450886,535740.44,184229.78,643203.56
352,E02000367,51.53885,-0.054408908,534917.2,183987.3,739120.25
353,E02000368,51.535965,-0.065979086,534123.4,183645.39,634427.3
354,E02000369,51.53619,-0.07780944,533302.4,183648.8,650396.6
355,E02000370,51.532574,-0.088410094,532577.8,183227.33,488398.12
356,E02000371,51.52765,-0.079913795,533181.4,182695.48,997537.25
357,E02000372,51.522213,-0.23611301,522362.44,181818.25,3440308.2
358,E02000373,51.512283,-0.23335369,522580.5,180718.55,407729.06
359,E02000374,51.510204,-0.24019872,522111.16,180475.88,496496.1
360,E02000375,51.50801,-0.22280426,523323.97,180261.27,748941.3
361,E02000376,51.50417,-0.22877331,522920.12,179824.27,409911.7
362,E02000377,51.503784,-0.23838845,522253.94,179765.25,443538.75
363,E02000378,51.50184,-0.2190413,523601.78,179581.2,294414.06
364,E02000379,51.50034,-0.24430947,521852.25,179372.19,678940.3
365,E02000380,51.498592,-0.22891481,522925.3,179203.95,352439.03
366,E02000381,51.497612,-0.21700338,523754.66,179114.81,553123.5
367,E02000382,51.494278,-0.23766205,522329.78,178709.47,616437.5
368,E02000383,51.493618,-0.20938773,524294.06,178683.45,600425.5
369,E02000384,51.492466,-0.22507739,523208.16,178529.22,781821.25
370,E02000385,51.488464,-0.21041721,524236.62,178108.72,399794.22
371,E02000386,51.487507,-0.20212117,524815.1,178016.69,437501.78
372,E02000387,51.485287,-0.21410592,523989.2,177749.42,407860.47
373,E02000388,51.48333,-0.19684792,525192.6,177561.14,531673.2
374,E02000389,51.48144,-0.21981564,523603.2,177312.17,628263.94
375,E02000390,51.480858,-0.2079924,524425.6,177267.23,347891.2
376,E02000391,51.477295,-0.1913886,525588.2,176899.56,665265.5
377,E02000392,51.476532,-0.20139751,524895.3,176797.6,553336.1
378,E02000393,51.47708,-0.211345,524203.16,176841.5,355906.78
379,E02000394,51.473164,-0.18396313,526115.2,176452.83,658305.25
380,E02000395,51.470383,-0.20758483,524482.44,176103.27,968765.44
381,E02000396,51.469227,-0.19268303,525520.5,175999.88,625075.2
382,E02000397,51.60571,-0.1153165,530502.25,191311.27,563886.7
383,E02000398,51.604416,-0.05275574,534837.6,191280.81,1191461.2
384,E02000400,51.605328,-0.12840341,529597.25,191245.48,1333804.1
385,E02000401,51.60433,-0.08895006,532331.8,191205.17,746792.06
386,E02000402,51.603394,-0.07826669,533074.25,191120.4,950719.4
387,E02000403,51.603264,-0.10649356,531120.2,191055.02,850902.7
388,E02000404,51.60154,-0.09810934,531705.7,190878.45,640953.7
389,E02000405,51.59745,-0.12911782,529570.2,190368.2,1782027.9
390,E02000406,51.59644,-0.09858792,531687.3,190310.53,458019.25
391,E02000407,51.5953,-0.07180923,533545.1,190232.02,522144.56
392,E02000408,51.595333,-0.06439891,534058.25,190249.73,517849.84
393,E02000409,51.594288,-0.08531588,532612.7,190095.08,694068.7
394,E02000410,51.595158,-0.14296852,528617.5,190088.95,752187.3
395,E02000411,51.593296,-0.05562733,534671.7,190039.05,1393583.1
396,E02000412,51.59349,-0.10852335,531007.75,189964.92,771560.1
397,E02000413,51.594227,-0.15331034,527903.9,189967.36,1218914.4
398,E02000414,51.591187,-0.077489674,533163.75,189764.75,409314.75
399,E02000415,51.590614,-0.092850916,532101.5,189672.97,704098.9
400,E02000416,51.588104,-0.11707538,530430.9,189350.69,628543.2
401,E02000417,51.586838,-0.13942909,528886.2,189170.08,1059470
402,E02000418,51.586487,-0.12798461,529679.9,189151.23,713386.44
403,E02000419,51.585938,-0.103090025,531405.9,189134.5,642438.5
404,E02000420,51.585777,-0.077285685,533193.75,189163.42,577281.06
405,E02000421,51.585148,-0.06638516,533950.6,189113.52,783888.4
406,E02000422,51.582874,-0.08428241,532717.56,188828.05,542453.94
407,E02000423,51.58182,-0.09304535,532113.56,188695.17,554941.4
408,E02000424,51.581326,-0.112322055,530779.6,188605.11,666173.3
409,E02000425,51.57914,-0.06640571,533966.9,188445.3,540909.44
410,E02000426,51.578953,-0.15474536,527847.4,188266.2,2229135.5
