zonei,areakey,lat,lon,osgb36_east,osgb36_north,area
1454,E02001332,53.434258,-2.8575938,343030.9,393349.2,1858212.4
1455,E02001333,53.426235,-2.8057792,346462.72,392416.44,2741095.8
1456,E02001334,53.424618,-2.858211,342977,392277.2,1220693.5
1457,E02001335,53.423306,-2.7861946,347760.34,392076.12,1729553.1
1458,E02001336,53.43163,-2.8249137,345198.38,393031,3255059
1459,E02001337,53.42075,-2.8259983,345112.3,391821.6,1872324.4
1460,E02001338,53.41633,-2.8557572,343128.97,391353.06,1091646.6
1461,E02001339,53.412266,-2.7970397,347026.03,390856.16,1993383.8
1462,E02001340,53.410248,-2.8759599,341778.1,390693.03,1838259.1
1463,E02001341,53.4089,-2.8258746,345105.28,390503.66,2356591
1464,E02001342,53.404964,-2.8517208,343382.12,390086,3391386
1465,E02001343,53.38458,-2.7953105,347106.62,387774.97,21371660
1466,E02001344,53.375347,-2.8394682,344157.84,386781.7,2549934.5
1467,E02001345,53.36579,-2.8342519,344492.4,385714.75,1305780.8
1468,E02001346,53.35578,-2.8311121,344688.34,384598.56,3265955
1469,E02001347,53.46639,-2.9236958,338686.2,396977.97,2266806.5
1470,E02001348,53.467705,-2.9513881,336850.03,397148.72,1057874.4
1471,E02001349,53.461555,-2.9616768,336157.88,396473.72,1240112.5
1472,E02001350,53.457794,-2.9024646,340083.38,396003.72,2892276.5
1473,E02001351,53.458733,-2.9324856,338091.62,396134.12,3043281.8
1474,E02001352,53.45317,-2.9633625,336033.38,395542.34,1061529.6
1475,E02001353,53.451584,-2.8839326,341305.16,395297.6,2361490.8
1476,E02001354,53.45007,-2.9426544,337403.78,395179.06,1666942.9
1477,E02001355,53.446342,-2.956388,336486.28,394776.75,1344215.9
1478,E02001356,53.444134,-2.9140317,339295.94,394494.03,1274148.1
1479,E02001357,53.44266,-2.929217,338285.3,394343.25,1101268.2
1480,E02001358,53.44137,-2.9678645,335716.62,394233.66,597020.75
1481,E02001359,53.44032,-2.8887398,340970.34,394048.66,2901727.8
1482,E02001360,53.434822,-2.9839594,334637.66,393520.2,2402461
1483,E02001361,53.43652,-2.9479265,337033.7,393676.78,1514027.2
1484,E02001362,53.43452,-2.918904,338958.6,393429.2,1354846.2
1485,E02001363,53.43158,-2.8766208,341763.3,393066.53,1558139.1
1486,E02001364,53.431442,-2.9611394,336148.4,393123.66,1032063.2
1487,E02001365,53.42806,-2.946992,337083.25,392734.7,876614.9
1488,E02001366,53.42802,-2.9292505,338261.88,392714.7,1523574.8
1489,E02001367,53.42786,-2.9015083,340104.75,392673.3,2470875.2
1490,E02001368,53.426422,-2.9918766,334098.75,392593.22,3424019.5
1491,E02001369,53.42047,-2.9709308,335481.34,391912.03,2046482.4
1492,E02001370,53.42056,-2.9530628,336668.78,391905.78,1110779.8
1493,E02001371,53.41963,-2.872346,342031.06,391733.53,929159.1
1494,E02001372,53.418434,-2.8892522,340905.97,391614.75,1762717.1
1495,E02001373,53.41652,-2.9196088,338885.97,391427.22,1634527.4
1496,E02001374,53.41314,-2.9357429,337808.84,391065.28,2324252.8
1497,E02001375,53.415955,-2.9049323,339860.5,391351.88,926047.94
1498,E02001376,53.412926,-2.9503841,336835.47,391054.22,874008.94
1499,E02001377,53.405727,-2.957402,336358.3,390259.6,1744840.8
1500,E02001378,53.405117,-2.9123516,339352.03,390152.62,1350080.9
1501,E02001380,53.403625,-2.896869,340379.1,389973.56,1530417.4
1502,E02001381,53.401394,-2.9350443,337838.16,389757.94,1297130.1
1503,E02001382,53.400055,-2.8837388,341247.03,389565.75,1309997.8
1504,E02001383,53.396664,-2.9692445,335557.44,389262.38,1098871.6
1505,E02001384,53.39504,-2.9286366,338254.9,389045.44,981297.5
1506,E02001385,53.394966,-2.9497237,336852.78,389056,943927.4
1507,E02001386,53.39285,-2.8601067,342808.44,388744.97,1840149
1508,E02001387,53.39169,-2.9022505,340004.6,388650.56,1625020.4
1509,E02001388,53.39073,-2.91804,338953.3,388557.16,1243949.1
1510,E02001389,53.387997,-2.9503598,336800.16,388281.28,1105020.5
1511,E02001390,53.387215,-2.9663496,335735.7,388208.53,1249795.8
1512,E02001391,53.38879,-2.8389978,344206.72,388276.53,2633089.5
1513,E02001392,53.38602,-2.8695135,342173.72,387992.78,1742126.9
1514,E02001393,53.382915,-2.8884392,340910.78,387662.8,3457490
1515,E02001394,53.38305,-2.931428,338051.94,387714.4,2247968.8
1516,E02001395,53.37933,-2.9124157,339311.1,387284.2,1284193.8
1517,E02001396,53.37962,-2.9641082,335873.3,387361.84,1491559.9
1518,E02001397,53.376564,-2.8639967,342527.84,386936.34,1379242.5
1519,E02001398,53.37347,-2.9412043,337387.7,386657.22,2285973.5
1520,E02001399,53.370155,-2.9110456,339389.2,386262.62,1445498
1521,E02001400,53.36545,-2.884595,341142.4,385717.12,3154428.8
1522,E02001401,53.362873,-2.8611383,342699.62,385411.38,3087972.8
1523,E02001402,53.361637,-2.9168596,338990.22,385319.8,2534168.2
1524,E02001403,53.353546,-2.8981855,340221.5,384404.2,1768485.9
1525,E02001404,53.342037,-2.8630424,342544.9,383095.16,8896204
1526,E02001405,53.343235,-2.833785,344494.16,383205.3,2133870.5
1527,E02001406,53.49959,-2.7761233,348521.9,400554.53,26722506
1528,E02001407,53.49711,-2.7111664,352827.5,400233.53,7349948.5
1529,E02001408,53.482876,-2.6812255,354798.34,398631.06,9259708
1530,E02001409,53.475086,-2.7290645,351615.25,397796,5550657.5
1531,E02001410,53.4722,-2.6406062,357482.88,397418.38,6898113
1532,E02001411,53.463623,-2.674975,355192.8,396485.22,2375276.8
1533,E02001412,53.470184,-2.772989,348694.3,397281.2,6992880.5
1534,E02001413,53.463993,-2.70323,353317.6,396544.6,1788648.6
1535,E02001414,53.457706,-2.7885046,347649.16,395904.66,5420719.5
1536,E02001415,53.45932,-2.6441488,357234.8,395987.5,2246265.2
1537,E02001416,53.45547,-2.6953127,353833.9,395591.38,1974550.6
1538,E02001417,53.453087,-2.742832,350676.1,395357.9,1694933
1539,E02001418,53.451633,-2.646348,357081.06,395133.88,2198936.5
1540,E02001419,53.45,-2.7169993,352387.9,394997.2,3349252
1541,E02001420,53.451153,-2.610388,359468.38,395059.5,7343067
1542,E02001421,53.448124,-2.7580109,349662.38,394816.56,2512645.5
1543,E02001422,53.44579,-2.6908052,354122.75,394511.7,2435655
1544,E02001423,53.43932,-2.7782032,348310.78,393851.44,4405291.5
1545,E02001424,53.433746,-2.7412577,350758.25,393205.4,7818853.5
1546,E02001425,53.42856,-2.7097986,352842.3,392607.16,3009494
1547,E02001426,53.419094,-2.7639704,349232.03,391591.44,1399317.2
1548,E02001427,53.412178,-2.6977208,353626.9,390777.25,18408978
1549,E02001428,53.40857,-2.760947,349420.44,390418.53,5225664.5
1550,E02001429,53.682426,-2.9605935,336561.25,421042.34,5499871.5
1551,E02001430,53.661934,-2.9571145,336760.3,418759.56,3262447.2
1552,E02001431,53.659836,-2.9787896,335325,418545.56,2093341.8
1553,E02001432,53.663162,-2.9939895,334325.88,418929.38,6239995.5
1554,E02001433,53.649208,-2.9637053,336305.7,417349.53,1722789
1555,E02001434,53.64309,-2.974258,335598.94,416678.66,2012112.5
1556,E02001435,53.639362,-3.0014005,333798.94,416289,1456659.2
1557,E02001436,53.63259,-2.9857287,334824.53,415521.06,3404092.5
1558,E02001437,53.629818,-3.0303087,331872.56,415254.56,8597084
1559,E02001438,53.619576,-3.0138013,332947.8,414099.25,1727537.6
1560,E02001439,53.604595,-3.0299077,331858.47,412448.38,2224411.8
1561,E02001440,53.59778,-3.0554326,330158.47,411714.78,5979115
1562,E02001441,53.57387,-3.0641944,329538.94,409063.97,13319097
1563,E02001442,53.56169,-3.05606,330057.4,407701.12,2316693.8
1564,E02001443,53.547523,-3.0840163,328181.97,406153.1,4914179.5
1565,E02001444,53.53301,-3.0374043,331246.47,404492.6,13319238
1566,E02001445,53.532875,-2.9536412,336797.47,404399.84,6784995
1567,E02001446,53.521378,-2.928208,338466.34,403098.88,2431393
1568,E02001447,53.50892,-2.9254608,338630.47,401710.4,3480769.8
1569,E02001448,53.5094,-2.9520268,336869.56,401787.34,2390668.2
1570,E02001449,53.508617,-3.0085363,333121.22,401751.84,16813668
1571,E02001450,53.497265,-3.0452292,330669.56,400523.94,4313961.5
1572,E02001451,53.492256,-2.9756145,335279.38,399901.53,1252807
1573,E02001452,53.48861,-2.9970193,333853.78,399515.2,1654200.6
1574,E02001453,53.48848,-3.0154717,332629.4,399518.3,1549953.5
1575,E02001454,53.498295,-2.914751,339325.47,400519.47,10162245
1576,E02001455,53.48221,-2.950486,336931.4,398761.3,3243488.8
1577,E02001456,53.480988,-3.0346456,331345.28,398702.94,1620816.2
1578,E02001457,53.482155,-2.9707134,335589.2,398773.2,2516826.2
1579,E02001458,53.479565,-3.0243971,332023.03,398534.84,1076397.1
1580,E02001459,53.477776,-2.9943247,334015.72,398307.5,1459485.6
1581,E02001460,53.471024,-3.017419,332472.5,397578.44,3084296.5
1582,E02001461,53.471275,-2.9833403,334734.7,397574.34,1564886.5
1583,E02001462,53.462334,-3.011466,332853.88,396605.88,2202721.2
1584,E02001463,53.464787,-2.9751515,335268.3,396845.47,1543609.9
1585,E02001464,53.45916,-2.9934242,334046.66,396236,955539.8
1586,E02001465,53.449383,-3.001069,333523.84,395155.62,3534361.8
1587,E02001466,53.450424,-2.9786177,335016.28,395250.7,1410363.9
1588,E02001467,53.437088,-3.0442867,330634.03,393829.38,1367111.8
1589,E02001468,53.42781,-3.0368035,331116.1,392789.97,1010311.6
1590,E02001469,53.429134,-3.0645685,329273.7,392964.28,2284433
1591,E02001470,53.42494,-3.0529294,330040.03,392486.16,1465626.1
1592,E02001471,53.419613,-3.0321264,331413.62,391873.75,941866.44
1593,E02001472,53.419212,-3.0895991,327593.94,391885.9,4217470.5
1594,E02001473,53.41671,-3.0462754,330468.72,391564.2,1203679.8
1595,E02001474,53.410282,-3.021003,332137.9,390824.9,1199385.4
1596,E02001475,53.406433,-3.0956972,327166.88,390470.47,2608252.8
1597,E02001506,53.32113,-3.099476,326769.56,380985.8,10104148
1598,E02001507,53.316353,-2.980944,334656.88,380339.5,2212496
1599,E02001508,53.31483,-2.9571395,336240.22,380148.72,5960878.5
1600,E02001509,53.59709,-1.462774,435551.06,411254.62,4467086.5
1601,E02001510,53.592224,-1.4417259,436948.16,410724.03,4725925.5
1602,E02001511,53.58999,-1.4111209,438975.72,410491.53,6315342
1603,E02001512,53.588093,-1.5021104,432955,410234.84,5306720
1604,E02001513,53.58846,-1.5439037,430188.47,410256.97,9795010
1605,E02001514,53.5851,-1.3743817,441412.12,409968.3,10433304
1606,E02001515,53.579536,-1.4701222,435079.34,409298.1,2932022.8
1607,E02001516,53.568314,-1.401882,439607.47,408085.6,4618373
1608,E02001517,53.56773,-1.4509602,436358.03,407994.47,3700487.2
1609,E02001518,53.567104,-1.4813509,434346.03,407909.8,3885057.2
1610,E02001519,53.56344,-1.4294161,437788.53,407528.1,4615723
1611,E02001520,53.560528,-1.5190951,431851.5,407160.88,9041354
1612,E02001521,53.54809,-1.488781,433869.2,405791.3,3420128.2
1613,E02001522,53.54728,-1.3153443,445360.4,405797.4,5034619
1614,E02001523,53.548363,-1.4353892,437406.22,405848.28,5350544
1615,E02001524,53.55631,-1.5914341,427063.03,406661.38,35611200
1616,E02001525,53.54436,-1.4729626,434920.25,405383.78,1383068.2
1617,E02001526,53.54173,-1.4494101,436483.03,405102.88,1655515
1618,E02001527,53.541378,-1.5272237,431327.28,405026.62,5754906
1619,E02001528,53.548523,-1.3622761,442249.84,405906.62,20716048
1620,E02001529,53.52998,-1.4667897,435341.22,403787.3,8649794
1621,E02001530,53.530304,-1.2984666,446497.2,403919.94,5586673
1622,E02001531,53.531853,-1.4039508,439504.4,404028.66,3916422.2
1623,E02001532,53.520027,-1.6473639,423378.28,402605.44,10060641
1624,E02001533,53.52057,-1.3236991,444835.1,402820.78,4963452.5
1625,E02001534,53.51907,-1.3858991,440713.06,402616.72,6494571
1626,E02001535,53.51098,-1.6492842,423255.94,401598.44,113798350
1627,E02001536,53.500835,-1.475309,434800.44,400540.88,15671181
1628,E02001537,53.509342,-1.4229641,438264.56,401514,7402871.5
1629,E02001538,53.50295,-1.4432887,436922.34,400791.9,3745659
1630,E02001539,53.626167,-0.92594725,471025.97,414891.25,40520792
1631,E02001540,53.613544,-1.1328332,457362.28,413300.5,68396384
1632,E02001541,53.6145,-0.96394545,468532.2,413556.03,6482002.5
1633,E02001542,53.625263,-1.0223798,464650.56,414698.53,35158284
1634,E02001543,53.584667,-1.1844666,453983.66,410047.66,6375397
1635,E02001544,53.57551,-1.0222565,464734.75,409164.25,6708197
1636,E02001545,53.576504,-1.0660338,461834.94,409236.03,13406139
1637,E02001546,53.561676,-0.9580893,469005.53,407685.78,55350252
1638,E02001547,53.564636,-1.1825577,454135.6,407820.7,8189648
1639,E02001548,53.56291,-1.1278745,457759.3,407671.75,12095800
1640,E02001549,53.55074,-1.0608703,462214.6,406374.47,4164211.5
1641,E02001550,53.545784,-1.1653587,455299.16,405737.2,2694332.2
1642,E02001551,53.545197,-1.1320995,457503.5,405697.84,5225313.5
1643,E02001552,53.538548,-1.0300432,464275.22,405045.72,6475062.5
1644,E02001553,53.542503,-1.0974517,459802.84,405427.03,5346182
1645,E02001554,53.533382,-1.1771123,454536.38,404348.4,3688791.8
1646,E02001555,53.527954,-1.0490457,463031.75,403850.2,4373209.5
1647,E02001556,53.53033,-1.0918272,460192.78,404077.53,2762464.2
1648,E02001557,53.521156,-1.1088095,459080.03,403042.66,3812821.8
1649,E02001558,53.55052,-1.2505975,449646.22,406201.38,73079630
1650,E02001559,53.518024,-1.1827348,454183.34,402635.62,8739219
1651,E02001560,53.520676,-1.1351302,457335.8,402967.97,3984754.2
1652,E02001561,53.51225,-1.1479948,456494.2,402020.28,1310442.8
1653,E02001562,53.515163,-1.0724691,461497.75,402406.94,3037760.2
1654,E02001563,53.50711,-1.0834144,460783.6,401501.84,2584150.2
1655,E02001564,53.505383,-0.9937594,466731.62,401389.62,34867348
1656,E02001565,53.497784,-1.0740023,461421.22,400472.25,5573948
1657,E02001566,53.50133,-1.1300281,457700.3,400820.03,5993909
1658,E02001567,53.498714,-1.1601512,455705.9,400505.1,2166233.8
1659,E02001568,53.499214,-1.2618122,448962.4,400486.1,3884176.5
1660,E02001569,53.498512,-1.2914367,446998.28,400387.9,1974251
1661,E02001570,53.487274,-1.2580144,449228.12,399160.6,5706773.5
1662,E02001571,53.45804,-1.1997828,453128.03,395950.03,31727510
1663,E02001572,53.473976,-1.1833248,454200.38,397735.4,7505577
1664,E02001573,53.47918,-1.2362098,450684.4,398275.25,2575439.2
1665,E02001574,53.471222,-1.0505964,463013.06,397538.06,7468362.5
1666,E02001575,53.474857,-1.0812888,460970.78,397915.78,4835217.5
1667,E02001576,53.45852,-1.0214288,464968.28,396151.2,23560080
1668,E02001577,53.45379,-1.1133639,458871.3,395545.2,46191160
1669,E02001578,53.506256,-1.3691888,441833.5,401200.75,4450813
1670,E02001579,53.500027,-1.3362244,444026.03,400527.62,8973792
1671,E02001580,53.4866,-1.3162781,445363.3,399046.56,3777288.8
1672,E02001581,53.47841,-1.3131468,445579.84,398137.4,2213816.8
1673,E02001582,53.472595,-1.3515143,443039.7,397467.12,3960776.8
1674,E02001583,53.46792,-1.3170515,445331.9,396968.25,3631204.8
1675,E02001584,53.474113,-1.4067602,439371.7,397603.78,27700936
1676,E02001585,53.45537,-1.3394834,443855.9,395558.34,3513155.8
1677,E02001586,53.451485,-1.3694199,441872.06,395107.9,5711884.5
1678,E02001587,53.46148,-1.28492,447471.84,396272.9,11856151
1679,E02001588,53.445267,-1.3937943,440259.47,394402.12,1620475.4
1680,E02001589,53.44333,-1.2672474,448665.8,394265.6,8801754
1681,E02001590,53.44173,-1.3193818,445205.03,394053.5,2803589.8
1682,E02001591,53.439205,-1.333899,444243.47,393763.7,2337364.5
1683,E02001592,53.435814,-1.4075154,439356.94,393343.12,5108109
1684,E02001593,53.431442,-1.3754133,441493.62,392875,3188033
1685,E02001594,53.430164,-1.3503337,443161.03,392747.75,3118154.2
1686,E02001595,53.425056,-1.2337784,450910.44,392256.53,5384958.5
1687,E02001596,53.42622,-1.2789998,447904.53,392354.62,1730928.9
1688,E02001597,53.41384,-1.1654637,455464.03,391059.72,17650002
1689,E02001598,53.42554,-1.30924,445896.06,392259.1,4278483.5
1690,E02001599,53.414284,-1.2747447,448200.72,391029.5,4899330.5
1691,E02001600,53.414646,-1.3412337,443781.53,391027.03,3821656.5
1692,E02001601,53.401276,-1.3066045,446097.4,389561.75,10268478
1693,E02001602,53.41119,-1.3700914,441867.06,390625.3,5123243.5
1694,E02001603,53.387962,-1.2748553,448223.12,388101.47,13383929
1695,E02001604,53.382717,-1.3505559,443194.3,387469.47,12583935
1696,E02001605,53.387108,-1.1920395,453731.47,388065.8,33690000
1697,E02001606,53.363255,-1.1930355,453695.22,385411.56,5283270.5
1698,E02001607,53.368668,-1.2934905,447005.12,385942.94,5810317
1699,E02001608,53.346813,-1.3048793,446271.1,383504.5,10225796
1700,E02001609,53.34601,-1.1994904,453287.22,383488.38,18490874
1701,E02001610,53.331314,-1.2476197,450100.7,381818.88,31145268
1702,E02001611,53.483448,-1.597753,426690.22,398553.84,5718945.5
1703,E02001612,53.47021,-1.5851748,427533.4,397086.38,13313989
1704,E02001613,53.47083,-1.4916395,433741.12,397194.97,4274542
1705,E02001614,53.465115,-1.4651502,435504.03,396572.5,5321820
1706,E02001615,53.447437,-1.4833101,434312.8,394597.16,11091308
1707,E02001616,53.436287,-1.4625931,435697.94,393366.62,1645514.4
1708,E02001617,53.43475,-1.4391729,437255,393207.7,1630786.2
1709,E02001618,53.442806,-1.6527514,423062.94,394013.75,124703544
1710,E02001619,53.43078,-1.4847866,434228.16,392743.12,2319203.8
1711,E02001620,53.426846,-1.4438401,436951.8,392326.06,1406584.8
1712,E02001621,53.4243,-1.4634352,435652.03,392032.88,1485892
1713,E02001622,53.41857,-1.489482,433925.94,391383.12,2114504.8
1714,E02001623,53.41712,-1.4450146,436882.2,391243.84,1534483.4
1715,E02001624,53.419598,-1.4233314,438320.94,391530.7,3583875.8
1716,E02001625,53.41716,-1.4696937,435242.1,391235.62,1503647.8
1717,E02001626,53.41172,-1.5119603,432437.38,390610.62,908567.1
1718,E02001627,53.413933,-1.5001907,433217.9,390861.9,3245458.8
1719,E02001628,53.407574,-1.3996636,439904.94,390206.16,7162178
1720,E02001629,53.40575,-1.4712029,435151.22,389965.5,1720746.1
1721,E02001630,53.40573,-1.4531016,436354.47,389972.56,1978905.6
1722,E02001631,53.40432,-1.5153677,432216.5,389785.53,1362585.2
1723,E02001632,53.397877,-1.4471221,436758.72,389102.03,5539455
1724,E02001633,53.39771,-1.5745938,428283.78,389025.28,18215094
1725,E02001634,53.39506,-1.5033262,433024.12,388761.38,1424426.8
1726,E02001635,53.38752,-1.5442133,430310.9,387904.12,3399756.5
1727,E02001636,53.3937,-1.487135,434101.78,388617.6,1762248.6
1728,E02001637,53.390114,-1.4093162,439279.4,388258.72,4268150.5
1729,E02001638,53.38678,-1.5008119,433197.75,387841.38,460690.2
1730,E02001639,53.38341,-1.5112549,432505.84,387461.56,815075.44
1731,E02001640,53.38236,-1.4959275,433526.06,387351.53,1423530.9
1732,E02001642,53.37882,-1.3935431,440338.97,387010.9,3434857.8
1733,E02001643,53.380543,-1.5334533,431031.53,387132.8,3321022.8
1734,E02001646,53.37357,-1.4952998,433574.72,386374.3,1314746.4
1735,E02001647,53.371704,-1.3910937,440508.62,386221,2076359.4
1736,E02001648,53.370697,-1.5225515,431763.97,386042.3,2120055
1737,E02001649,53.372414,-1.4227308,438403.28,386282.16,3136463.5
1738,E02001650,53.369728,-1.4807624,434544.9,385954.1,839827.56
1739,E02001651,53.35463,-1.5936744,427042.47,384225.88,31588888
1740,E02001652,53.369312,-1.4701521,435251.16,385912.72,1540912.9
1741,E02001653,53.36653,-1.4503576,436570.47,385613.56,2024629.6
1742,E02001654,53.3607,-1.356693,442808.22,385016.72,2531992.5
1743,E02001655,53.362114,-1.4007784,439873.3,385148.62,2000164.8
1744,E02001656,53.360195,-1.4999062,433278.7,384884.4,1404510.9
1745,E02001657,53.361164,-1.512278,432454.7,384986.62,1758306
1746,E02001658,53.35979,-1.4384091,437371.34,384869.66,1017165.44
1747,E02001659,53.358803,-1.3768048,441471.75,384793.88,2306989.2
1748,E02001660,53.35983,-1.4879063,434077.53,384849.44,1457303.5
1749,E02001661,53.35779,-1.4555173,436234.56,384638.53,1548585.8
1750,E02001662,53.35652,-1.4168602,438808.28,384517.62,1620292.5
1751,E02001663,53.354633,-1.4732045,435060.12,384278.53,1397743.9
1752,E02001664,53.351906,-1.4297734,437953,383997.38,1250025.8
1753,E02001665,53.350105,-1.5239133,431688.66,383750.9,6533639
1754,E02001666,53.34938,-1.3488872,443339.1,383762.44,2154349.5
1755,E02001669,53.344616,-1.4824314,434454.1,383159.62,1400287.2
1756,E02001670,53.344402,-1.440789,437226.38,383156.84,1419444.4
1757,E02001671,53.34234,-1.369562,441969.88,382966.72,1977395.1
1758,E02001672,53.341595,-1.4211016,438539.47,382855.03,1776639.1
1759,E02001673,53.33824,-1.3317388,444492.12,382533.94,2291099.2
1760,E02001674,53.339607,-1.4620907,435812.38,382612.6,4866041
1761,E02001675,53.33295,-1.3460999,443541.38,381936.34,2859471.8
1762,E02001676,53.332794,-1.4967253,433511.84,381837.88,3307569
1763,E02001678,53.328495,-1.5456402,430257.78,381337.94,14247591
1764,E02001679,53.325306,-1.4838973,434372.06,381010.88,1248036.4
1765,E02001680,53.322884,-1.4668705,435508.03,380749.97,1344156.1
1766,E02001681,53.319305,-1.5140285,432369.88,380329.28,2774578.5
1767,E02001682,54.966965,-1.7502793,415986.1,563556.8,8019953
1768,E02001683,54.962116,-1.79411,413181.8,563008.1,13005741
1769,E02001684,54.957645,-1.5524228,428658.62,562582.75,3718817.2
1770,E02001685,54.95503,-1.717803,418070.44,562236.4,1830595.6
1771,E02001686,54.95618,-1.7079966,418697.84,562367.3,5631034.5
1772,E02001688,54.94639,-1.6288369,423772.44,561301.75,4936296.5
1773,E02001689,54.9541,-1.6138002,424730.78,562165.3,1134453.1
1774,E02001690,54.9523,-1.6782924,420601.88,561943.8,3644259.5
1775,E02001691,54.94618,-1.6050081,425298.75,561286.8,1449389.6
1776,E02001692,54.948902,-1.5839996,426642.53,561597.6,1194082.8
1777,E02001693,54.94849,-1.5671904,427719.34,561558.1,1087084.9
1778,E02001694,54.94759,-1.6490812,422475.16,561428.94,2384872.8
1779,E02001695,54.94202,-1.5259384,430366.2,560855.4,3844611.2
1780,E02001696,54.945354,-1.5457222,429096.53,561218.06,2278512
1781,E02001697,54.938885,-1.5885472,426357.8,560481.2,1433444
1782,E02001698,54.939205,-1.6837188,420260.97,560485.3,1973625.6
1783,E02001699,54.93834,-1.5613493,428100.5,560431.25,2110365.2
1784,E02001700,54.926853,-1.6856116,420145.88,559110.2,16542719
1785,E02001701,54.930515,-1.5998086,425641.75,559545.6,1551328.5
1786,E02001702,54.92852,-1.5701922,427540.72,559334.9,1926911.4
1787,E02001703,54.93486,-1.7461991,416260.25,559985.44,10080770
1788,E02001704,54.924976,-1.5845443,426623.44,558935.2,1531411.6
1789,E02001705,54.926105,-1.8005929,412778.2,559000.25,19154222
1790,E02001706,54.908993,-1.6232831,424150.53,557142.5,24622368
1791,E02001707,54.89152,-1.5693264,427621.53,555218.7,3812188
1792,E02001708,55.051823,-1.6638846,421471.3,573022.06,21783060
1793,E02001709,55.02671,-1.6137289,424690.75,570244.2,8063990
1794,E02001710,55.014126,-1.64624,422619.7,568833.25,1988144.8
1795,E02001711,55.022514,-1.7007504,419130.28,569750.2,17875180
1796,E02001712,55.00664,-1.6099861,424942.44,568012.5,2052217.8
1797,E02001713,55.00449,-1.6278223,423803.03,567766.8,2382548.8
1798,E02001714,55.003082,-1.5817811,426748.56,567627.06,3006412.8
1799,E02001715,55.00006,-1.6498781,422394.9,567267.06,3471459
1800,E02001718,54.99767,-1.6712135,421031.47,566993.94,1314774.9
1801,E02001719,54.994358,-1.5757772,427138.47,566658.44,1994717.1
1802,E02001720,54.993908,-1.6034667,425367.38,566597.94,1323762.6
1803,E02001721,54.995316,-1.7451193,416304.9,566712.7,9594738
1804,E02001722,54.992146,-1.7013916,419103.72,566371,2129864.2
1805,E02001723,54.989067,-1.6546031,422098.72,566042.3,1331212
1806,E02001724,54.98653,-1.5992483,425641.97,565778.8,1222637.1
1807,E02001725,54.98444,-1.5744814,427228.06,565555.7,1077047.1
1808,E02001726,54.984913,-1.6708682,421060.25,565575.06,2425879.8
1809,E02001727,54.984913,-1.5462884,429031.72,565619.3,2119446.8
1810,E02001728,54.97953,-1.710797,418507.78,564964.75,3867035.8
1811,E02001729,54.980007,-1.6395729,423065.56,565038.8,1650680.6
1812,E02001730,54.9783,-1.5939045,425989.2,564864.8,1871478.8
1813,E02001731,54.98025,-1.620854,424263.3,565072.3,5024125.5
1814,E02001732,54.974583,-1.6852754,420143.53,564421.25,2064388.9
1815,E02001733,54.976475,-1.5688862,427591.56,564671.25,3265473.5
1816,E02001734,54.97248,-1.666694,421333.94,564192.8,2031210.2
1817,E02001735,54.973274,-1.5529709,428612.4,564321.94,1075766.9
1818,E02001736,54.9683,-1.6414406,422952.72,563735.44,2705817.2
1819,E02001737,54.967655,-1.5465281,429028.84,563699.1,1832452.9
1820,E02001738,55.059708,-1.4719427,433726,573975.1,6016755.5
1821,E02001739,55.051323,-1.5722826,427323.25,572998.4,4873911.5
1822,E02001740,55.049862,-1.4554807,434785.9,572887.8,1184459
1823,E02001741,55.052505,-1.6133784,424697.25,573114.6,7245891.5
1824,E02001742,55.04313,-1.4706285,433823.9,572131.1,1149357.8
1825,E02001743,55.04078,-1.4423486,435632.9,571883.75,1296750.4
1826,E02001744,55.04664,-1.5205482,430631.66,572498.6,7574505.5
1827,E02001745,55.040184,-1.5758886,427100.4,571757.75,2371290.2
1828,E02001746,55.034233,-1.4745442,433581.16,571139.44,3577581.2
1829,E02001747,55.03265,-1.4418056,435674.8,570979.4,1245952.2
1830,E02001748,55.031235,-1.5121346,431181.16,570788.44,2668052.2
1831,E02001749,55.031998,-1.5534042,428542.94,570855.44,2482553
1832,E02001750,55.027393,-1.4569502,434711.47,570387,1970309.8
1833,E02001751,55.028404,-1.5736045,427254.34,570447.94,1583176.8
1834,E02001752,55.019375,-1.4903038,432586.03,569478.9,3158866.2
1835,E02001753,55.018982,-1.4278284,436580.56,569465.7,1868785
1836,E02001754,55.019943,-1.442538,435639.28,569565.44,1593568.5
1837,E02001755,55.020145,-1.5435202,429183.25,569541,5580404
1838,E02001756,55.017952,-1.5836312,426620.4,569280.6,3116160.8
1839,E02001757,55.015697,-1.464964,434209.2,569081.75,1558458.6
1840,E02001758,55.013584,-1.5131248,431131.53,568823.75,1642460.1
1841,E02001759,55.010857,-1.4481562,435288.1,568551.4,951686.75
1842,E02001760,55.00732,-1.4758011,433523.28,568144.25,2336877.2
1843,E02001761,55.007004,-1.5252718,430359.8,568086.56,1132951.4
1844,E02001762,55.008194,-1.5459883,429034.1,568210,2365703.2
1845,E02001763,55.003426,-1.4976609,432128.44,567700.5,1210196.8
1846,E02001764,54.99711,-1.4634928,434319.12,567013.94,3796477
1847,E02001765,54.99506,-1.500515,431952.56,566768.5,2513557
1848,E02001766,54.99739,-1.5230324,430510.3,567017.75,2133951.5
1849,E02001767,54.99403,-1.5412408,429348.06,566635.8,2190134.2
1850,E02001768,55.000183,-1.4213738,437010.5,567377.6,1978081.2
1851,E02001769,54.991592,-1.4352587,436130.12,566414.56,2031830
